Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
992007,2,9/18/2017,9/27/2017,219959,0,450,1,CAD
993005,1,9/19/2017,9/23/2017,1732048,0,1647,1,USD
994002,1,9/20/2017,9/25/2017,567108,0,2054,3,EUR
994006,1,9/20/2017,9/26/2017,1839336,0,1494,1,USD
994006,2,9/20/2017,9/26/2017,1839336,0,2113,1,USD
994008,1,9/20/2017,9/24/2017,1920128,0,1967,7,USD
994008,2,9/20/2017,9/24/2017,1920128,0,1927,3,USD
994008,3,9/20/2017,9/24/2017,1920128,0,97,2,USD
994011,1,9/20/2017,9/25/2017,1410778,0,2404,3,USD
994011,2,9/20/2017,9/25/2017,1410778,0,1773,1,USD
994011,3,9/20/2017,9/25/2017,1410778,0,1618,3,USD
994011,4,9/20/2017,9/25/2017,1410778,0,2053,2,USD
995001,1,9/21/2017,9/26/2017,276091,0,1977,4,CAD
995001,2,9/21/2017,9/26/2017,276091,0,1282,8,CAD
995002,1,9/21/2017,9/25/2017,1763082,0,451,1,USD
995002,2,9/21/2017,9/25/2017,1763082,0,1658,1,USD
995002,3,9/21/2017,9/25/2017,1763082,0,1103,1,USD
995002,4,9/21/2017,9/25/2017,1763082,0,468,2,USD
995002,5,9/21/2017,9/25/2017,1763082,0,2459,3,USD
995002,6,9/21/2017,9/25/2017,1763082,0,2432,1,USD
995013,1,9/21/2017,9/27/2017,800943,0,460,4,EUR
995013,2,9/21/2017,9/27/2017,800943,0,2101,2,EUR
995013,3,9/21/2017,9/27/2017,800943,0,521,2,EUR
995013,4,9/21/2017,9/27/2017,800943,0,11,2,EUR
995013,6,9/21/2017,9/27/2017,800943,0,1641,3,EUR
996003,1,9/22/2017,9/27/2017,942807,0,1984,4,GBP
996003,2,9/22/2017,9/27/2017,942807,0,1196,2,GBP
996003,3,9/22/2017,9/27/2017,942807,0,94,5,GBP
996007,1,9/22/2017,9/24/2017,227565,0,77,1,CAD
996007,2,9/22/2017,9/24/2017,227565,0,2495,1,CAD
996007,3,9/22/2017,9/24/2017,227565,0,418,1,CAD
996007,4,9/22/2017,9/24/2017,227565,0,2512,2,CAD
997002,1,9/23/2017,9/27/2017,1735845,0,1434,1,USD
997002,2,9/23/2017,9/27/2017,1735845,0,1651,6,USD
997005,1,9/23/2017,10/1/2017,1915156,0,1217,1,USD
997011,1,9/23/2017,9/29/2017,556780,0,85,3,EUR
997011,2,9/23/2017,9/29/2017,556780,0,1543,2,EUR
997011,3,9/23/2017,9/29/2017,556780,0,505,1,EUR
997011,4,9/23/2017,9/29/2017,556780,0,1672,4,EUR
997015,1,9/23/2017,9/28/2017,416434,0,49,10,EUR
997015,2,9/23/2017,9/28/2017,416434,0,1787,1,EUR
999002,1,9/25/2017,9/30/2017,1369363,0,417,1,USD
999002,2,9/25/2017,9/30/2017,1369363,0,83,3,USD
999002,3,9/25/2017,9/30/2017,1369363,0,151,1,USD
999004,1,9/25/2017,9/27/2017,2088314,0,1617,1,USD
1000001,1,9/26/2017,10/1/2017,240085,0,1513,1,CAD
1000001,2,9/26/2017,10/1/2017,240085,0,1577,5,CAD
1000001,3,9/26/2017,10/1/2017,240085,0,2491,8,CAD
1000001,4,9/26/2017,10/1/2017,240085,0,2512,6,CAD
1001010,1,9/27/2017,10/1/2017,1202659,0,81,9,USD
1001010,2,9/27/2017,10/1/2017,1202659,0,96,4,USD
1002011,1,9/28/2017,10/2/2017,1513646,0,1790,3,USD
1002012,1,9/28/2017,10/3/2017,2073064,0,88,3,USD
1002012,2,9/28/2017,10/3/2017,2073064,0,817,6,USD
1002012,3,9/28/2017,10/3/2017,2073064,0,2384,1,USD
1002012,4,9/28/2017,10/3/2017,2073064,0,2407,1,USD
1002012,5,9/28/2017,10/3/2017,2073064,0,1333,2,USD
1002012,6,9/28/2017,10/3/2017,2073064,0,75,2,USD
1002012,7,9/28/2017,10/3/2017,2073064,0,448,7,USD
1003000,1,9/29/2017,10/9/2017,1708493,0,1596,8,USD
1003000,2,9/29/2017,10/9/2017,1708493,0,109,2,USD
1003000,3,9/29/2017,10/9/2017,1708493,0,1458,2,USD
1003000,4,9/29/2017,10/9/2017,1708493,0,456,2,USD
1003004,1,9/29/2017,10/5/2017,1112418,0,145,1,GBP
1003004,2,9/29/2017,10/5/2017,1112418,0,371,3,GBP
1003004,3,9/29/2017,10/5/2017,1112418,0,1356,3,GBP
1003009,1,9/29/2017,10/2/2017,1691988,0,21,2,USD
1004010,1,9/30/2017,10/5/2017,1209643,0,98,5,USD
1004010,2,9/30/2017,10/5/2017,1209643,0,711,8,USD
1004010,3,9/30/2017,10/5/2017,1209643,0,733,4,USD
1004012,1,9/30/2017,10/7/2017,1877046,0,918,6,USD
1006003,1,10/2/2017,10/5/2017,965207,0,750,2,GBP
1006004,1,10/2/2017,10/6/2017,1396464,0,2109,9,USD
1007004,1,10/3/2017,10/10/2017,1668545,0,2362,1,USD
1007006,1,10/3/2017,10/8/2017,1777880,0,421,10,USD
1008005,1,10/4/2017,10/13/2017,1589387,0,1388,3,USD
1008010,1,10/4/2017,10/8/2017,1661735,0,60,1,USD
1008010,2,10/4/2017,10/8/2017,1661735,0,435,4,USD
1008010,3,10/4/2017,10/8/2017,1661735,0,1642,1,USD
1008010,4,10/4/2017,10/8/2017,1661735,0,117,5,USD
1009001,1,10/5/2017,10/8/2017,1813480,0,148,1,USD
1009001,2,10/5/2017,10/8/2017,1813480,0,80,2,USD
1009001,3,10/5/2017,10/8/2017,1813480,0,416,1,USD
1009001,4,10/5/2017,10/8/2017,1813480,0,1492,3,USD
1009002,1,10/5/2017,10/7/2017,186136,0,1039,3,AUD
1009002,2,10/5/2017,10/7/2017,186136,0,1625,3,AUD
1009003,1,10/5/2017,10/12/2017,412039,0,99,7,EUR
1009007,1,10/5/2017,10/11/2017,1785720,0,1601,1,USD
1009007,2,10/5/2017,10/11/2017,1785720,0,1692,1,USD
1009007,3,10/5/2017,10/11/2017,1785720,0,1641,3,USD
1009007,4,10/5/2017,10/11/2017,1785720,0,449,6,USD
1009010,1,10/5/2017,10/8/2017,158951,0,1584,1,AUD
1009010,2,10/5/2017,10/8/2017,158951,0,533,1,AUD
1009013,1,10/5/2017,10/11/2017,1987493,0,2408,2,USD
1009013,2,10/5/2017,10/11/2017,1987493,0,2115,1,USD
1010004,1,10/6/2017,10/10/2017,930705,0,449,2,GBP
1010006,1,10/6/2017,10/8/2017,1361958,0,1793,1,USD
1010006,2,10/6/2017,10/8/2017,1361958,0,1987,6,USD
1010007,1,10/6/2017,10/12/2017,1506511,0,1427,2,USD
1010007,2,10/6/2017,10/12/2017,1506511,0,1954,6,USD
1011003,1,10/7/2017,10/13/2017,1301181,0,2444,2,USD
1011003,2,10/7/2017,10/13/2017,1301181,0,1203,2,USD
1011004,1,10/7/2017,10/16/2017,1867076,0,421,1,USD
1011004,2,10/7/2017,10/16/2017,1867076,0,2435,2,USD
1011007,1,10/7/2017,10/14/2017,2067958,0,1662,1,USD
1011007,2,10/7/2017,10/14/2017,2067958,0,78,3,USD
1011007,3,10/7/2017,10/14/2017,2067958,0,1253,1,USD
1011013,1,10/7/2017,10/13/2017,1524551,0,80,5,USD
1011013,2,10/7/2017,10/13/2017,1524551,0,793,3,USD
1011013,3,10/7/2017,10/13/2017,1524551,0,121,1,USD
1011015,1,10/7/2017,10/11/2017,522581,0,1426,3,EUR
1011015,2,10/7/2017,10/11/2017,522581,0,424,2,EUR
1011015,3,10/7/2017,10/11/2017,522581,0,87,1,EUR
1012000,1,10/8/2017,10/15/2017,1978474,0,375,1,USD
1012000,2,10/8/2017,10/15/2017,1978474,0,2089,1,USD
1013004,1,10/9/2017,10/12/2017,1567503,0,2050,2,USD
1013004,2,10/9/2017,10/12/2017,1567503,0,2118,5,USD
1014000,1,10/10/2017,10/17/2017,1390639,0,2069,2,USD
1014000,2,10/10/2017,10/17/2017,1390639,0,938,1,USD
1014000,3,10/10/2017,10/17/2017,1390639,0,2406,6,USD
1014002,1,10/10/2017,10/18/2017,1559820,0,451,8,USD
1014006,1,10/10/2017,10/14/2017,1268744,0,1444,7,USD
1014006,2,10/10/2017,10/14/2017,1268744,0,1612,3,USD
1014006,3,10/10/2017,10/14/2017,1268744,0,419,2,USD
1014006,4,10/10/2017,10/14/2017,1268744,0,1537,2,USD
1014006,5,10/10/2017,10/14/2017,1268744,0,2245,7,USD
1014006,6,10/10/2017,10/14/2017,1268744,0,1680,1,USD
1014009,1,10/10/2017,10/17/2017,1920128,0,2106,6,USD
1014009,2,10/10/2017,10/17/2017,1920128,0,89,2,USD
1014009,3,10/10/2017,10/17/2017,1920128,0,1231,2,USD
1014009,4,10/10/2017,10/17/2017,1920128,0,1104,3,USD
1015010,1,10/11/2017,10/16/2017,1391462,0,1686,2,USD
1015010,2,10/11/2017,10/16/2017,1391462,0,420,2,USD
1015012,1,10/11/2017,10/13/2017,1044798,0,1561,6,GBP
1015012,2,10/11/2017,10/13/2017,1044798,0,422,1,GBP
1015013,1,10/11/2017,10/17/2017,1288830,0,1465,7,USD
1015013,2,10/11/2017,10/17/2017,1288830,0,1541,6,USD
1016010,1,10/12/2017,10/16/2017,954712,0,752,3,GBP
1016010,2,10/12/2017,10/16/2017,954712,0,2028,2,GBP
1016010,3,10/12/2017,10/16/2017,954712,0,1586,3,GBP
1016010,4,10/12/2017,10/16/2017,954712,0,2126,3,GBP
1016010,5,10/12/2017,10/16/2017,954712,0,1608,8,GBP
1016010,6,10/12/2017,10/16/2017,954712,0,1919,7,GBP
1017000,1,10/13/2017,10/19/2017,1002933,0,452,10,GBP
1017000,2,10/13/2017,10/19/2017,1002933,0,1621,3,GBP
1017000,3,10/13/2017,10/19/2017,1002933,0,475,9,GBP
1017000,4,10/13/2017,10/19/2017,1002933,0,490,1,GBP
1017000,5,10/13/2017,10/19/2017,1002933,0,1625,1,GBP
1017000,6,10/13/2017,10/19/2017,1002933,0,169,5,GBP
1017010,1,10/13/2017,10/21/2017,1857896,0,1585,8,USD
1017010,2,10/13/2017,10/21/2017,1857896,0,1614,3,USD
1017010,3,10/13/2017,10/21/2017,1857896,0,1550,4,USD
1017010,4,10/13/2017,10/21/2017,1857896,0,32,4,USD
1017010,6,10/13/2017,10/21/2017,1857896,0,946,3,USD
1018000,1,10/14/2017,10/23/2017,2025711,0,1878,6,USD
1018000,2,10/14/2017,10/23/2017,2025711,0,1057,5,USD
1018000,3,10/14/2017,10/23/2017,2025711,0,1673,1,USD
1018006,1,10/14/2017,10/17/2017,479605,0,1254,4,EUR
1018006,2,10/14/2017,10/17/2017,479605,0,1790,3,EUR
1018006,3,10/14/2017,10/17/2017,479605,0,244,1,EUR
1018011,1,10/14/2017,10/17/2017,1404342,0,60,1,USD
1018011,2,10/14/2017,10/17/2017,1404342,0,1458,1,USD
1018011,3,10/14/2017,10/17/2017,1404342,0,381,1,USD
1018011,4,10/14/2017,10/17/2017,1404342,0,1513,2,USD
1018011,5,10/14/2017,10/17/2017,1404342,0,1490,10,USD
1018011,6,10/14/2017,10/17/2017,1404342,0,437,1,USD
1018011,7,10/14/2017,10/17/2017,1404342,0,1344,4,USD
1021003,1,10/17/2017,10/20/2017,322734,0,1025,1,CAD
1021003,2,10/17/2017,10/20/2017,322734,0,2493,3,CAD
1021003,3,10/17/2017,10/20/2017,322734,0,2008,2,CAD
1021003,4,10/17/2017,10/20/2017,322734,0,1231,4,CAD
1021007,1,10/17/2017,10/22/2017,570476,0,154,1,EUR
1021007,2,10/17/2017,10/22/2017,570476,0,1172,5,EUR
1021007,3,10/17/2017,10/22/2017,570476,0,417,5,EUR
1021007,4,10/17/2017,10/22/2017,570476,0,424,4,EUR
1022002,1,10/18/2017,10/24/2017,438560,0,1956,3,EUR
1022002,2,10/18/2017,10/24/2017,438560,0,517,10,EUR
1022004,1,10/18/2017,10/21/2017,1155341,0,57,7,GBP
1023000,1,10/19/2017,10/23/2017,1226702,0,102,1,USD
1023000,3,10/19/2017,10/23/2017,1226702,0,1632,2,USD
1023001,1,10/19/2017,10/24/2017,418621,0,50,5,EUR
1023001,2,10/19/2017,10/24/2017,418621,0,1020,2,EUR
1023007,1,10/19/2017,10/23/2017,452881,0,432,1,EUR
1023009,1,10/19/2017,10/24/2017,1504616,0,1765,7,USD
1023009,2,10/19/2017,10/24/2017,1504616,0,1701,2,USD
1023009,3,10/19/2017,10/24/2017,1504616,0,1693,7,USD
1025001,1,10/21/2017,10/25/2017,1963081,0,1661,2,USD
1025001,2,10/21/2017,10/25/2017,1963081,0,598,4,USD
1025001,3,10/21/2017,10/25/2017,1963081,0,810,2,USD
1025001,4,10/21/2017,10/25/2017,1963081,0,1074,3,USD
1025008,1,10/21/2017,10/26/2017,444343,0,535,2,EUR
1025008,2,10/21/2017,10/26/2017,444343,0,154,1,EUR
1025008,3,10/21/2017,10/26/2017,444343,0,46,2,EUR
1025009,1,10/21/2017,10/23/2017,1392941,0,1754,3,USD
1025009,2,10/21/2017,10/23/2017,1392941,0,1364,2,USD
1025011,1,10/21/2017,10/26/2017,382843,0,1188,3,CAD
1025011,2,10/21/2017,10/26/2017,382843,0,2508,1,CAD
1025015,1,10/21/2017,10/24/2017,422132,0,1802,1,EUR
1025015,2,10/21/2017,10/24/2017,422132,0,1454,7,EUR
1025017,1,10/21/2017,10/25/2017,748749,0,81,6,EUR
1025017,2,10/21/2017,10/25/2017,748749,0,1189,3,EUR
1025017,3,10/21/2017,10/25/2017,748749,0,2094,1,EUR
1027001,1,10/23/2017,10/26/2017,1058678,0,426,2,GBP
1027003,1,10/23/2017,10/26/2017,1346651,0,1618,2,USD
1027003,2,10/23/2017,10/26/2017,1346651,0,122,7,USD
1027003,3,10/23/2017,10/26/2017,1346651,0,90,2,USD
1027003,4,10/23/2017,10/26/2017,1346651,0,48,7,USD
1028003,1,10/24/2017,10/29/2017,117048,0,2091,1,AUD
1028004,1,10/24/2017,10/27/2017,1944536,0,449,3,USD
1029000,1,10/25/2017,10/30/2017,1432419,0,443,4,USD
1029003,1,10/25/2017,10/29/2017,722293,0,1540,8,EUR
1030002,1,10/26/2017,11/1/2017,609715,0,419,3,EUR
1030002,2,10/26/2017,11/1/2017,609715,0,457,2,EUR
1030002,3,10/26/2017,11/1/2017,609715,0,737,1,EUR
1030002,4,10/26/2017,11/1/2017,609715,0,969,1,EUR
1030003,1,10/26/2017,10/29/2017,1276975,0,2072,1,USD
1031000,1,10/27/2017,11/3/2017,1271947,0,431,1,USD
1032000,1,10/28/2017,11/5/2017,938993,0,738,1,GBP
1032002,1,10/28/2017,11/4/2017,1380698,0,2484,2,USD
1032013,1,10/28/2017,11/1/2017,1421506,0,807,3,USD
1032013,2,10/28/2017,11/1/2017,1421506,0,1592,6,USD
1032013,3,10/28/2017,11/1/2017,1421506,0,426,4,USD
1032016,1,10/28/2017,11/2/2017,1401445,0,2423,1,USD
1034001,1,10/30/2017,11/2/2017,1692448,0,483,1,USD
1034001,2,10/30/2017,11/2/2017,1692448,0,1596,7,USD
1034003,1,10/30/2017,11/2/2017,322558,0,101,3,CAD
1034003,3,10/30/2017,11/2/2017,322558,0,675,8,CAD
1035001,1,10/31/2017,11/10/2017,494032,0,108,1,EUR
1035001,2,10/31/2017,11/10/2017,494032,0,1431,2,EUR
1035008,1,10/31/2017,11/2/2017,125764,0,159,3,AUD
1035008,2,10/31/2017,11/2/2017,125764,0,1572,1,AUD
1035008,3,10/31/2017,11/2/2017,125764,0,1679,6,AUD
1035010,1,10/31/2017,11/4/2017,1865096,0,441,4,USD
1035010,2,10/31/2017,11/4/2017,1865096,0,338,2,USD
1035010,3,10/31/2017,11/4/2017,1865096,0,653,1,USD
1036002,1,11/1/2017,11/6/2017,1533894,0,428,1,USD
1036005,1,11/1/2017,11/12/2017,1934862,0,427,9,USD
1036005,2,11/1/2017,11/12/2017,1934862,0,82,1,USD
1036005,3,11/1/2017,11/12/2017,1934862,0,1974,2,USD
1036005,4,11/1/2017,11/12/2017,1934862,0,422,4,USD
1037001,1,11/2/2017,11/5/2017,746187,0,2091,2,EUR
1037012,1,11/2/2017,11/6/2017,1686889,0,939,4,USD
1037012,2,11/2/2017,11/6/2017,1686889,0,437,10,USD
1039002,1,11/4/2017,11/10/2017,907939,0,926,1,GBP
1039002,2,11/4/2017,11/10/2017,907939,0,1599,3,GBP
1039008,1,11/4/2017,11/10/2017,1810944,0,2510,6,USD
1039016,1,11/4/2017,11/10/2017,1817680,0,138,1,USD
1039018,1,11/4/2017,11/9/2017,105647,0,1587,8,AUD
1039018,2,11/4/2017,11/9/2017,105647,0,485,1,AUD
1039018,3,11/4/2017,11/9/2017,105647,0,1599,2,AUD
1039018,4,11/4/2017,11/9/2017,105647,0,2093,4,AUD
1042001,1,11/7/2017,11/12/2017,459567,0,54,1,EUR
1043001,1,11/8/2017,11/13/2017,1732258,0,1526,2,USD
1043001,2,11/8/2017,11/13/2017,1732258,0,537,4,USD
1043008,1,11/8/2017,11/19/2017,1306768,0,441,3,USD
1043008,2,11/8/2017,11/19/2017,1306768,0,2411,1,USD
1043008,3,11/8/2017,11/19/2017,1306768,0,1528,1,USD
1043011,1,11/8/2017,11/9/2017,2038328,0,1622,5,USD
1044008,1,11/9/2017,11/16/2017,947703,0,470,6,GBP
1044008,2,11/9/2017,11/16/2017,947703,0,1595,1,GBP
1044008,3,11/9/2017,11/16/2017,947703,0,475,1,GBP
1044015,1,11/9/2017,11/13/2017,1772324,0,138,5,USD
1045001,1,11/10/2017,11/15/2017,1374605,0,1594,8,USD
1045001,2,11/10/2017,11/15/2017,1374605,0,139,6,USD
1045001,3,11/10/2017,11/15/2017,1374605,0,430,1,USD
1045001,4,11/10/2017,11/15/2017,1374605,0,627,1,USD
1045001,5,11/10/2017,11/15/2017,1374605,0,55,8,USD
1045001,6,11/10/2017,11/15/2017,1374605,0,421,6,USD
1045009,1,11/10/2017,11/16/2017,1890777,0,1481,3,USD
1045009,2,11/10/2017,11/16/2017,1890777,0,1757,3,USD
1045009,3,11/10/2017,11/16/2017,1890777,0,1331,9,USD
1045010,1,11/10/2017,11/14/2017,861209,0,1661,1,EUR
1046004,1,11/11/2017,11/17/2017,2087433,0,974,6,USD
1046009,1,11/11/2017,11/13/2017,1103886,0,1642,2,GBP
1046009,2,11/11/2017,11/13/2017,1103886,0,165,2,GBP
1046014,1,11/11/2017,11/13/2017,528022,0,1266,7,EUR
1046014,2,11/11/2017,11/13/2017,528022,0,1576,3,EUR
1046014,3,11/11/2017,11/13/2017,528022,0,2056,1,EUR
1049000,1,11/14/2017,11/18/2017,1596264,0,1437,1,USD
1049007,1,11/14/2017,11/20/2017,1886388,0,489,3,USD
1049007,2,11/14/2017,11/20/2017,1886388,0,1603,7,USD
1049007,3,11/14/2017,11/20/2017,1886388,0,52,1,USD
1050002,1,11/15/2017,11/21/2017,478298,0,900,3,EUR
1050002,2,11/15/2017,11/21/2017,478298,0,1678,6,EUR
1050011,1,11/15/2017,11/18/2017,1091801,0,1321,1,GBP
1050011,2,11/15/2017,11/18/2017,1091801,0,743,8,GBP
1050011,3,11/15/2017,11/18/2017,1091801,0,1620,1,GBP
1050011,4,11/15/2017,11/18/2017,1091801,0,1652,2,GBP
1051005,1,11/16/2017,11/24/2017,908105,0,1483,2,GBP
1051007,1,11/16/2017,11/22/2017,2061513,0,357,4,USD
1051009,1,11/16/2017,11/21/2017,1383079,0,822,8,USD
1052000,1,11/17/2017,11/21/2017,1254510,0,92,1,USD
1052000,2,11/17/2017,11/21/2017,1254510,0,1443,4,USD
1053007,1,11/18/2017,11/24/2017,248690,0,1068,4,CAD
1053007,2,11/18/2017,11/24/2017,248690,0,2371,3,CAD
1053007,3,11/18/2017,11/24/2017,248690,0,417,5,CAD
1053009,1,11/18/2017,11/26/2017,1079159,0,2443,3,GBP
1053009,2,11/18/2017,11/26/2017,1079159,0,124,1,GBP
1053009,3,11/18/2017,11/26/2017,1079159,0,91,6,GBP
1053013,1,11/18/2017,11/20/2017,1003708,0,423,2,GBP
1053013,2,11/18/2017,11/20/2017,1003708,0,1602,3,GBP
1053013,3,11/18/2017,11/20/2017,1003708,0,1886,3,GBP
1055000,1,11/20/2017,11/26/2017,502452,0,2377,3,EUR
1055000,2,11/20/2017,11/26/2017,502452,0,1420,1,EUR
1055006,1,11/20/2017,11/23/2017,1448602,0,1665,1,USD
1055006,2,11/20/2017,11/23/2017,1448602,0,445,8,USD
1055006,3,11/20/2017,11/23/2017,1448602,0,1609,2,USD
1055006,4,11/20/2017,11/23/2017,1448602,0,1652,7,USD
1056006,1,11/21/2017,11/23/2017,1248961,0,1426,6,USD
1056006,2,11/21/2017,11/23/2017,1248961,0,519,7,USD
1056006,3,11/21/2017,11/23/2017,1248961,0,160,3,USD
1057014,1,11/22/2017,11/28/2017,271122,0,2249,2,CAD
1057014,2,11/22/2017,11/28/2017,271122,0,112,4,CAD
1057014,3,11/22/2017,11/28/2017,271122,0,145,2,CAD
1058006,1,11/23/2017,11/25/2017,213806,0,90,4,CAD
1058006,3,11/23/2017,11/25/2017,213806,0,421,3,CAD
1058006,4,11/23/2017,11/25/2017,213806,0,1453,1,CAD
1058010,1,11/23/2017,12/3/2017,1179743,0,656,3,GBP
1058010,2,11/23/2017,12/3/2017,1179743,0,1570,2,GBP
1058011,1,11/23/2017,11/25/2017,1306881,0,93,7,USD
1058011,2,11/23/2017,11/25/2017,1306881,0,93,6,USD
1058011,3,11/23/2017,11/25/2017,1306881,0,106,2,USD
1058011,4,11/23/2017,11/25/2017,1306881,0,823,2,USD
1058013,1,11/23/2017,11/25/2017,1245587,0,436,4,USD
1058013,2,11/23/2017,11/25/2017,1245587,0,2037,6,USD
1058013,3,11/23/2017,11/25/2017,1245587,0,1463,3,USD
1059000,1,11/24/2017,12/2/2017,1571169,0,1452,1,USD
1059000,2,11/24/2017,12/2/2017,1571169,0,683,1,USD
1059009,1,11/24/2017,11/27/2017,1417693,0,505,3,USD
1060009,1,11/25/2017,11/30/2017,1141652,0,404,3,GBP
1060009,2,11/25/2017,11/30/2017,1141652,0,2032,7,GBP
1060012,1,11/25/2017,11/29/2017,410853,0,773,1,EUR
1060012,2,11/25/2017,11/29/2017,410853,0,1353,1,EUR
1060012,3,11/25/2017,11/29/2017,410853,0,1683,3,EUR
1060012,4,11/25/2017,11/29/2017,410853,0,800,7,EUR
1060012,5,11/25/2017,11/29/2017,410853,0,1469,9,EUR
1060012,6,11/25/2017,11/29/2017,410853,0,2488,5,EUR
1060012,7,11/25/2017,11/29/2017,410853,0,2361,2,EUR
1060015,1,11/25/2017,12/1/2017,1422501,0,1619,6,USD
1060015,2,11/25/2017,12/1/2017,1422501,0,52,9,USD
1060015,3,11/25/2017,12/1/2017,1422501,0,83,7,USD
1062004,1,11/27/2017,11/30/2017,552019,0,1199,2,EUR
1062007,1,11/27/2017,12/5/2017,1803140,0,1618,4,USD
1063002,1,11/28/2017,12/5/2017,1561945,0,58,2,USD
1063002,2,11/28/2017,12/5/2017,1561945,0,1822,1,USD
1063002,3,11/28/2017,12/5/2017,1561945,0,1712,3,USD
1063002,4,11/28/2017,12/5/2017,1561945,0,425,1,USD
1063006,1,11/28/2017,12/4/2017,1039042,0,1403,2,GBP
1063006,2,11/28/2017,12/4/2017,1039042,0,433,6,GBP
1063008,1,11/28/2017,12/4/2017,762959,0,23,6,EUR
1064005,1,11/29/2017,12/6/2017,1910821,0,1638,4,USD
1064005,2,11/29/2017,12/6/2017,1910821,0,2393,2,USD
1064005,3,11/29/2017,12/6/2017,1910821,0,139,2,USD
1064005,4,11/29/2017,12/6/2017,1910821,0,57,5,USD
1064005,5,11/29/2017,12/6/2017,1910821,0,1242,3,USD
1065014,1,11/30/2017,12/4/2017,504949,0,101,2,EUR
1065015,1,11/30/2017,12/2/2017,1367070,0,2051,2,USD
1065016,1,11/30/2017,12/4/2017,1530975,0,439,1,USD
1065016,2,11/30/2017,12/4/2017,1530975,0,1616,6,USD
1065016,3,11/30/2017,12/4/2017,1530975,0,1262,2,USD
1066005,1,12/1/2017,12/6/2017,773234,0,455,2,EUR
1066005,2,12/1/2017,12/6/2017,773234,0,1447,7,EUR
1066005,3,12/1/2017,12/6/2017,773234,0,357,3,EUR
1066005,4,12/1/2017,12/6/2017,773234,0,2489,3,EUR
1066005,5,12/1/2017,12/6/2017,773234,0,153,1,EUR
1066005,6,12/1/2017,12/6/2017,773234,0,144,2,EUR
1066005,7,12/1/2017,12/6/2017,773234,0,445,1,EUR
1066007,1,12/1/2017,12/6/2017,1639477,0,1465,6,USD
1066007,2,12/1/2017,12/6/2017,1639477,0,746,4,USD
1066007,3,12/1/2017,12/6/2017,1639477,0,1597,4,USD
1069007,1,12/4/2017,12/10/2017,1298635,0,1540,7,USD
1070005,1,12/5/2017,12/14/2017,251045,0,714,6,CAD
1071002,1,12/6/2017,12/11/2017,1687142,0,1615,1,USD
1071002,2,12/6/2017,12/11/2017,1687142,0,176,3,USD
1071002,4,12/6/2017,12/11/2017,1687142,0,2182,2,USD
1071006,1,12/6/2017,12/12/2017,1196673,0,1291,2,GBP
1071008,1,12/6/2017,12/10/2017,1472355,0,73,4,USD
1071008,2,12/6/2017,12/10/2017,1472355,0,55,3,USD
1072004,1,12/7/2017,12/10/2017,1107461,0,2446,3,GBP
1072006,1,12/7/2017,12/13/2017,961894,0,1465,4,GBP
1072011,1,12/7/2017,12/14/2017,1625870,0,2444,6,USD
1072011,2,12/7/2017,12/14/2017,1625870,0,1792,1,USD
1072011,3,12/7/2017,12/14/2017,1625870,0,1209,8,USD
1072012,1,12/7/2017,12/11/2017,1144095,0,1574,3,GBP
1072012,2,12/7/2017,12/11/2017,1144095,0,1608,1,GBP
1073007,1,12/8/2017,12/12/2017,739444,0,452,1,EUR
1073009,1,12/8/2017,12/13/2017,1653624,0,1369,2,USD
1073010,1,12/8/2017,12/15/2017,1924329,0,2,5,USD
1074006,1,12/9/2017,12/14/2017,1435532,0,444,4,USD
1074006,2,12/9/2017,12/14/2017,1435532,0,2008,10,USD
1074006,3,12/9/2017,12/14/2017,1435532,0,739,1,USD
1074007,1,12/9/2017,12/13/2017,1939960,0,2090,2,USD
1074007,2,12/9/2017,12/13/2017,1939960,0,1613,2,USD
1074007,3,12/9/2017,12/13/2017,1939960,0,444,2,USD
1074007,4,12/9/2017,12/13/2017,1939960,0,1464,1,USD
1074007,5,12/9/2017,12/13/2017,1939960,0,105,3,USD
1074011,1,12/9/2017,12/14/2017,1875275,0,1461,2,USD
1074011,2,12/9/2017,12/14/2017,1875275,0,1430,1,USD
1074011,3,12/9/2017,12/14/2017,1875275,0,1460,1,USD
1074011,4,12/9/2017,12/14/2017,1875275,0,981,4,USD
1074017,1,12/9/2017,12/14/2017,461982,0,1431,5,EUR
1074017,2,12/9/2017,12/14/2017,461982,0,86,9,EUR
1074017,3,12/9/2017,12/14/2017,461982,0,111,3,EUR
1074019,1,12/9/2017,12/17/2017,1097689,0,449,5,GBP
1074019,2,12/9/2017,12/17/2017,1097689,0,1603,5,GBP
1076000,1,12/11/2017,12/14/2017,693644,0,1271,3,EUR
1076000,2,12/11/2017,12/14/2017,693644,0,1811,2,EUR
1076000,3,12/11/2017,12/14/2017,693644,0,138,4,EUR
1076000,4,12/11/2017,12/14/2017,693644,0,384,5,EUR
1076002,1,12/11/2017,12/19/2017,1371777,0,99,5,USD
1076002,2,12/11/2017,12/19/2017,1371777,0,1609,6,USD
1077004,1,12/12/2017,12/15/2017,1685102,0,2506,1,USD
1077004,2,12/12/2017,12/15/2017,1685102,0,1476,7,USD
1077009,1,12/12/2017,12/16/2017,551036,0,56,1,EUR
1077009,2,12/12/2017,12/16/2017,551036,0,960,3,EUR
1077009,3,12/12/2017,12/16/2017,551036,0,148,9,EUR
